variable,group,value
1058,entS,1
1058,escC,1
1058,escD,1
1058,escE,1
1058,escF,1
1058,escG,1
1058,escI,1
1058,escJ,1
1058,escL,1
1058,escN,1
1058,escO,1
1058,escR,1
1058,escS,1
1058,escT,1
1058,escU,1
1058,escV,1
1058,espA,1
1058,espB,1
1058,espD,1
1058,espF,1
1058,espFu/tccP,1
1058,espG,1
1058,espK,1
1058,espL1,1
1058,espL2,1
1058,espL4,1
1058,espM1,1
1058,espN,1
1058,espP,1
1058,espR1,1
1058,espX1,1
1058,espX4,1
1058,espX5,1
1058,espX7/nleL,1
1058,etgA,1
1058,fdeC,1
1058,fepA,1
1058,fepB,1
1058,fepC,1
1058,fepD,1
1058,fepG,1
1058,fes,1
1058,fimA,1
1058,fimB,1
1058,fimC,1
1058,fimD,1
1058,fimE,1
1058,fimF,1
1058,fimG,1
1058,fimH,1
1058,fimI,1
1058,flhA,1
1058,gspC,1
1058,gspD,1
1058,gspE,1
1058,gspF,1
1058,gspG,1
1058,gspH,1
1058,gspI,1
1058,gspJ,1
1058,gspK,1
1058,gspL,1
1058,gspM,1
1058,hlyA,1
1058,hlyB,1
1058,hlyC,1
1058,hlyD,1
1058,iucA,1
1058,iucB,1
1058,iucC,1
1058,iucD,1
1058,iutA,1
1058,map,1
1058,nleA/espI,1
1058,nleB1,1
1058,nleC,1
1058,nleE,1
1058,nleF,1
1058,nleG7',1
1058,nleH2,1
1058,ompA,1
1058,paa,1
1058,rcsB,1
1058,sepD,1
1058,sepL,1
1058,sepQ/escQ,1
1058,sepZ/espZ,1
1058,stxA,1
1058,stxB,1
1058,waaF,1
1058,yagV/ecpE,1
1058,yagW/ecpD,1
1058,yagX/ecpC,1
1058,yagY/ecpB,1
1058,yagZ/ecpA,1
1058,ykgK/ecpR,1
1058,algA,0
1058,espY1,0
1058,fyuA,0
1058,gnd,0
1058,gtrB,0
1058,iroB,0
1058,iroC,0
1058,iroD,0
1058,iroE,0
1058,iroN,0
1058,irp1,0
1058,irp2,0
1058,ybtA,0
1058,ybtE,0
1058,ybtP,0
1058,ybtQ,0
1058,ybtS,0
1058,ybtT,0
1058,ybtU,0
1058,ybtX,0
1058,chuA,0
1058,chuS,0
1058,chuT,0
1058,chuU,0
1058,chuV,0
1058,chuW,0
1058,chuX,0
1058,chuY,0
1058,clbA,0
1058,clbB,0
1058,clbC,0
1058,clbD,0
1058,clbE,0
1058,clbF,0
1058,clbG,0
1058,clbH,0
1058,clbI,0
1058,clbJ,0
1058,clbK,0
1058,clbL,0
1058,clbM,0
1058,clbN,0
1058,clbO,0
1058,clbP,0
1058,clbQ,0
1058,clbS,0
1058,clpV/tssH,0
1058,galF,0
1058,kpsD,0
1058,kpsM,0
1058,kpsT,0
1058,papA,0
1058,papB,0
1058,papC,0
1058,papD,0
1058,papE,0
1058,papF,0
1058,papG,0
1058,papH,0
1058,papI,0
1058,papJ,0
1058,papK,0
1058,papX,0
1058,tcpC,0
1058,vat,0
1058,vgrG/tssI,0
1058,vipB/tssC,0
1058,ADP,0
1058,cesF,0
1058,clpB,0
1058,espH,0
1058,espJ,0
1058,espM2,0
1058,espR3,0
1058,espR4,0
1058,espW,0
1058,espX2,0
1058,espX6,0
1058,espY2,0
1058,espY3,0
1058,espY4,0
1058,nleB2,0
1058,nleD,0
1058,nleH1,0
1058,sat,0
1058,shuA,0
1058,shuS,0
1058,shuT,0
1058,shuU,0
1058,shuV,0
1058,shuX,0
1058,shuY,0
1058,stcE,0
1058,stx1A,0
1058,stx2A,0
1058,stx2B,0
1058,tir,0
1058,toxB,0
1058,manB,0
1058,manC,0
1803,acrA,1
1803,acrB,1
1803,allB,1
1803,aslA,1
1803,cesAB,1
1803,cesD,1
1803,cesD2,1
1803,cesL,1
1803,cesT,1
1803,csgB,1
1803,eae,1
1803,east1,1
1803,efa1,1
1803,entB,1
1803,entC,1
1803,entD,1
1803,entE,1
1803,entF,1
1803,entS,1
1803,escC,1
1803,escD,1
1803,escE,1
1803,escF,1
1803,escG,1
1803,escI,1
1803,escJ,1
1803,escL,1
1803,escN,1
1803,escO,1
1803,escR,1
1803,escS,1
1803,escT,1
1803,escU,1
1803,escV,1
1803,espA,1
1803,espB,1
1803,espD,1
1803,espF,1
1803,espFu/tccP,1
1803,espG,1
1803,espK,1
1803,espL1,1
1803,espL2,1
1803,espL4,1
1803,espM1,1
1803,espN,1
1803,espP,1
1803,espR1,1
1803,espX1,1
1803,espX4,1
1803,espX5,1
1803,espX7/nleL,1
1803,etgA,1
1803,fdeC,1
1803,fepA,1
1803,fepB,1
1803,fepC,1
1803,fepD,1
1803,fepG,1
1803,fes,1
1803,fimA,1
1803,fimB,1
1803,fimC,1
1803,fimD,1
1803,fimE,1
1803,fimF,1
1803,fimG,1
1803,fimH,1
1803,fimI,1
1803,flhA,1
1803,gspC,1
1803,gspD,1
1803,gspE,1
1803,gspF,1
1803,gspG,1
1803,gspH,1
1803,gspI,1
1803,gspJ,1
1803,gspK,1
1803,gspL,1
1803,gspM,1
1803,hlyA,1
1803,hlyB,1
1803,hlyC,1
1803,hlyD,1
1803,iucA,1
1803,iucB,1
1803,iucC,1
1803,iucD,1
1803,iutA,1
1803,map,1
1803,nleA/espI,1
1803,nleB1,1
1803,nleC,1
1803,nleE,1
1803,nleF,1
1803,nleG7',1
1803,nleH2,1
1803,ompA,1
1803,paa,1
1803,rcsB,1
1803,sepD,1
1803,sepL,1
1803,sepQ/escQ,1
1803,sepZ/espZ,1
1803,stxA,1
1803,stxB,1
1803,waaF,1
1803,yagV/ecpE,1
1803,yagW/ecpD,1
1803,yagX/ecpC,1
1803,yagY/ecpB,1
1803,yagZ/ecpA,1
1803,ykgK/ecpR,1
1803,algA,0
1803,espY1,0
1803,fyuA,0
1803,gnd,0
1803,gtrB,0
1803,iroB,0
1803,iroC,0
1803,iroD,0
1803,iroE,0
1803,iroN,0
1803,irp1,0
1803,irp2,0
1803,ybtA,0
1803,ybtE,0
1803,ybtP,0
1803,ybtQ,0
1803,ybtS,0
1803,ybtT,0
1803,ybtU,0
1803,ybtX,0
1803,chuA,0
1803,chuS,0
1803,chuT,0
1803,chuU,0
1803,chuV,0
1803,chuW,0
1803,chuX,0
1803,chuY,0
1803,clbA,0
1803,clbB,0
1803,clbC,0
1803,clbD,0
1803,clbE,0
1803,clbF,0
1803,clbG,0
1803,clbH,0
1803,clbI,0
1803,clbJ,0
1803,clbK,0
1803,clbL,0
1803,clbM,0
1803,clbN,0
1803,clbO,0
1803,clbP,0
1803,clbQ,0
1803,clbS,0
1803,clpV/tssH,0
1803,galF,0
1803,kpsD,0
1803,kpsM,0
1803,kpsT,0
1803,papA,0
1803,papB,0
1803,papC,0
1803,papD,0
1803,papE,0
1803,papF,0
1803,papG,0
1803,papH,0
1803,papI,0
1803,papJ,0
1803,papK,0
1803,papX,0
1803,tcpC,0
1803,vat,0
1803,vgrG/tssI,0
1803,vipB/tssC,0
1803,ADP,0
1803,cesF,0
1803,clpB,0
1803,espH,0
1803,espJ,0
1803,espM2,0
1803,espR3,0
1803,espR4,0
1803,espW,0
1803,espX2,0
1803,espX6,0
1803,espY2,0
1803,espY3,0
1803,espY4,0
1803,nleB2,0
1803,nleD,0
1803,nleH1,0
1803,sat,0
1803,shuA,0
1803,shuS,0
1803,shuT,0
1803,shuU,0
1803,shuV,0
1803,shuX,0
1803,shuY,0
1803,stcE,0
1803,stx1A,0
1803,stx2A,0
1803,stx2B,0
1803,tir,0
1803,toxB,0
1803,manB,0
1803,manC,0
1239,acrA,1
1239,acrB,1
1239,allB,1
1239,aslA,1
1239,cesAB,1
1239,cesD,1
1239,cesD2,1
1239,cesL,1
1239,cesT,1
1239,csgB,1
1239,eae,1
1239,east1,1
1239,efa1,1
1239,entB,1
1239,entC,1
1239,entD,1
1239,entE,1
1239,entF,1
1239,entS,1
1239,escC,1
1239,escD,1
1239,escE,1
1239,escF,1
1239,escG,1
1239,escI,1
1239,escJ,1
1239,escL,1
1239,escN,1
1239,escO,1
1239,escR,1
1239,escS,1
1239,escT,1
1239,escU,1
1239,escV,1
1239,espA,1
1239,espB,1
1239,espD,1
1239,espF,1
1239,espFu/tccP,1
1239,espG,1
1239,espK,1
1239,espL1,1
1239,espL2,1
1239,espL4,1
1239,espM1,1
1239,espN,1
1239,espP,1
1239,espR1,1
1239,espX1,1
1239,espX4,1
1239,espX5,1
1239,espX7/nleL,1
1239,etgA,1
1239,fdeC,1
1239,fepA,1
1239,fepB,1
1239,fepC,1
1239,fepD,1
1239,fepG,1
1239,fes,1
1239,fimA,1
1239,fimB,1
1239,fimC,1
1239,fimD,1
1239,fimE,1
1239,fimF,1
1239,fimG,1
1239,fimH,1
1239,fimI,1
1239,flhA,1
1239,gspC,1
1239,gspD,1
1239,gspE,1
1239,gspF,1
1239,gspG,1
1239,gspH,1
1239,gspI,1
1239,gspJ,1
1239,gspK,1
1239,gspL,1
1239,gspM,1
1239,hlyA,1
1239,hlyB,1
1239,hlyC,1
1239,hlyD,1
1239,iucA,1
1239,iucB,1
1239,iucC,1
1239,iucD,1
1239,iutA,1
1239,map,1
1239,nleA/espI,1
1239,nleB1,1
1239,nleC,1
1239,nleE,1
1239,nleF,1
1239,nleG7',1
1239,nleH2,1
1239,ompA,1
1239,paa,1
1239,rcsB,1
1239,sepD,1
1239,sepL,1
1239,sepQ/escQ,1
1239,sepZ/espZ,1
1239,stxA,1
1239,stxB,1
1239,waaF,1
1239,yagV/ecpE,1
1239,yagW/ecpD,1
1239,yagX/ecpC,1
1239,yagY/ecpB,1
1239,yagZ/ecpA,1
1239,ykgK/ecpR,1
1239,algA,0
1239,espY1,0
1239,fyuA,0
1239,gnd,0
1239,gtrB,0
1239,iroB,0
1239,iroC,0
1239,iroD,0
1239,iroE,0
1239,iroN,0
1239,irp1,0
1239,irp2,0
1239,ybtA,0
1239,ybtE,0
1239,ybtP,0
1239,ybtQ,0
1239,ybtS,0
1239,ybtT,0
1239,ybtU,0
1239,ybtX,0
1239,chuA,0
1239,chuS,0
1239,chuT,0
1239,chuU,0
1239,chuV,0
1239,chuW,0
1239,chuX,0
1239,chuY,0
1239,clbA,0
1239,clbB,0
1239,clbC,0
1239,clbD,0
1239,clbE,0
1239,clbF,0
1239,clbG,0
1239,clbH,0
1239,clbI,0
1239,clbJ,0
1239,clbK,0
1239,clbL,0
1239,clbM,0
1239,clbN,0
1239,clbO,0
1239,clbP,0
1239,clbQ,0
1239,clbS,0
1239,clpV/tssH,0
1239,galF,0
1239,kpsD,0
1239,kpsM,0
1239,kpsT,0
1239,papA,0
1239,papB,0
1239,papC,0
1239,papD,0
1239,papE,0
1239,papF,0
1239,papG,0
1239,papH,0
1239,papI,0
1239,papJ,0
1239,papK,0
1239,papX,0
1239,tcpC,0
1239,vat,0
1239,vgrG/tssI,0
1239,vipB/tssC,0
1239,ADP,0
1239,cesF,0
1239,clpB,0
1239,espH,0
1239,espJ,0
1239,espM2,0
1239,espR3,0
1239,espR4,0
1239,espW,0
1239,espX2,0
1239,espX6,0
1239,espY2,0
1239,espY3,0
1239,espY4,0
1239,nleB2,0
1239,nleD,0
1239,nleH1,0
1239,sat,0
1239,shuA,0
1239,shuS,0
1239,shuT,0
1239,shuU,0
1239,shuV,0
1239,shuX,0
1239,shuY,0
1239,stcE,0
1239,stx1A,0
1239,stx2A,0
1239,stx2B,0
1239,tir,0
1239,toxB,0
1239,manB,0
1239,manC,0
1752,acrA,1
1752,acrB,1
1752,allB,1
1752,aslA,1
1752,cesAB,1
1752,cesD,1
1752,cesD2,1
1752,cesL,1
1752,cesT,1
1752,csgB,1
1752,eae,1
1752,east1,1
1752,efa1,1
1752,entB,1
1752,entC,1
1752,entD,1
1752,entE,1
1752,entF,1
1752,entS,1
1752,escC,1
1752,escD,1
1752,escE,1
1752,escF,1
1752,escG,1
1752,escI,1
1752,escJ,1
1752,escL,1
1752,escN,1
1752,escO,1
1752,escR,1
1752,escS,1
1752,escT,1
1752,escU,1
1752,escV,1
1752,espA,1
1752,espB,1
1752,espD,1
1752,espF,1
1752,espFu/tccP,1
1752,espG,1
1752,espK,1
1752,espL1,1
1752,espL2,1
1752,espL4,1
1752,espM1,1
1752,espN,1
1752,espP,1
1752,espR1,1
1752,espX1,1
1752,espX4,1
1752,espX5,1
1752,espX7/nleL,1
1752,etgA,1
1752,fdeC,1
1752,fepA,1
1752,fepB,1
1752,fepC,1
1752,fepD,1
1752,fepG,1
1752,fes,1
1752,fimA,1
1752,fimB,1
1752,fimC,1
1752,fimD,1
1752,fimE,1
1752,fimF,1
1752,fimG,1
1752,fimH,1
1752,fimI,1
1752,flhA,1
1752,gspC,1
1752,gspD,1
1752,gspE,1
1752,gspF,1
1752,gspG,1
1752,gspH,1
1752,gspI,1
1752,gspJ,1
1752,gspK,1
1752,gspL,1
1752,gspM,1
1752,hlyA,1
1752,hlyB,1
1752,hlyC,1
1752,hlyD,1
1752,iucA,1
1752,iucB,1
1752,iucC,1
1752,iucD,1
1752,iutA,1
1752,map,1
1752,nleA/espI,1
1752,nleB1,1
1752,nleC,1
1752,nleE,1
1752,nleF,1
1752,nleG7',1
1752,nleH2,1
1752,ompA,1
1752,paa,1
1752,rcsB,1
1752,sepD,1
1752,sepL,1
1752,sepQ/escQ,1
1752,sepZ/espZ,1
1752,stxA,1
1752,stxB,1
1752,waaF,1
1752,yagV/ecpE,1
1752,yagW/ecpD,1
1752,yagX/ecpC,1
1752,yagY/ecpB,1
1752,yagZ/ecpA,1
1752,ykgK/ecpR,1
1752,algA,0
1752,espY1,0
1752,fyuA,0
1752,gnd,0
1752,gtrB,0
1752,iroB,0
1752,iroC,0
1752,iroD,0
1752,iroE,0
1752,iroN,0
1752,irp1,0
1752,irp2,0
1752,ybtA,0
1752,ybtE,0
1752,ybtP,0
1752,ybtQ,0
1752,ybtS,0
1752,ybtT,0
1752,ybtU,0
1752,ybtX,0
1752,chuA,0
1752,chuS,0
1752,chuT,0
1752,chuU,0
1752,chuV,0
1752,chuW,0
1752,chuX,0
1752,chuY,0
1752,clbA,0
1752,clbB,0
1752,clbC,0
1752,clbD,0
1752,clbE,0
1752,clbF,0
1752,clbG,0
1752,clbH,0
1752,clbI,0
1752,clbJ,0
1752,clbK,0
1752,clbL,0
1752,clbM,0
1752,clbN,0
1752,clbO,0
1752,clbP,0
1752,clbQ,0
1752,clbS,0
1752,clpV/tssH,0
1752,galF,0
1752,kpsD,0
1752,kpsM,0
1752,kpsT,0
1752,papA,0
1752,papB,0
1752,papC,0
1752,papD,0
1752,papE,0
1752,papF,0
1752,papG,0
1752,papH,0
1752,papI,0
1752,papJ,0
1752,papK,0
1752,papX,0
1752,tcpC,0
1752,vat,0
1752,vgrG/tssI,0
1752,vipB/tssC,0
1752,ADP,0
1752,cesF,0
1752,clpB,0
1752,espH,0
1752,espJ,0
1752,espM2,0
1752,espR3,0
1752,espR4,0
1752,espW,0
1752,espX2,0
1752,espX6,0
1752,espY2,0
1752,espY3,0
1752,espY4,0
1752,nleB2,0
1752,nleD,0
1752,nleH1,0
1752,sat,0
1752,shuA,0
1752,shuS,0
1752,shuT,0
1752,shuU,0
1752,shuV,0
1752,shuX,0
1752,shuY,0
1752,stcE,0
1752,stx1A,0
1752,stx2A,0
1752,stx2B,0
1752,tir,0
1752,toxB,0
1752,manB,0
1752,manC,0
1704,acrA,1
1704,acrB,1
1704,allB,1
1704,aslA,1
1704,cesAB,1
1704,cesD,1
1704,cesD2,1
1704,cesL,1
1704,cesT,1
1704,csgB,1
1704,eae,1
1704,east1,1
1704,efa1,1
1704,entB,1
1704,entC,1
1704,entD,1
1704,entE,1
1704,entF,1
1704,entS,1
1704,escC,1
1704,escD,1
1704,escE,1
1704,escF,1
1704,escG,1
1704,escI,1
1704,escJ,1
1704,escL,1
1704,escN,1
1704,escO,1
1704,escR,1
1704,escS,1
1704,escT,1
1704,escU,1
1704,escV,1
1704,espA,1
1704,espB,1
1704,espD,1
1704,espF,1
1704,espFu/tccP,1
1704,espG,1
1704,espK,1
1704,espL1,1
1704,espL2,1
1704,espL4,1
1704,espM1,1
1704,espN,1
1704,espP,1
1704,espR1,1
1704,espX1,1
1704,espX4,1
1704,espX5,1
1704,espX7/nleL,1
1704,etgA,1
1704,fdeC,1
1704,fepA,1
1704,fepB,1
1704,fepC,1
1704,fepD,1
1704,fepG,1
1704,fes,1
1704,fimA,1
1704,fimB,1
1704,fimC,1
1704,fimD,1
1704,fimE,1
1704,fimF,1
1704,fimG,1
1704,fimH,1
1704,fimI,1
1704,flhA,1
1704,gspC,1
1704,gspD,1
1704,gspE,1
1704,gspF,1
1704,gspG,1
1704,gspH,1
1704,gspI,1
1704,gspJ,1
1704,gspK,1
1704,gspL,1
1704,gspM,1
1704,hlyA,1
1704,hlyB,1
1704,hlyC,1
1704,hlyD,1
1704,iucA,1
1704,iucB,1
1704,iucC,1
1704,iucD,1
1704,iutA,1
1704,map,1
1704,nleA/espI,1
1704,nleB1,1
1704,nleC,1
1704,nleE,1
1704,nleF,1
1704,nleG7',1
1704,nleH2,1
1704,ompA,1
1704,paa,1
1704,rcsB,1
1704,sepD,1
1704,sepL,1
1704,sepQ/escQ,1
1704,sepZ/espZ,1
1704,stxA,1
1704,stxB,1
1704,waaF,1
1704,yagV/ecpE,1
1704,yagW/ecpD,1
1704,yagX/ecpC,1
1704,yagY/ecpB,1
1704,yagZ/ecpA,1
1704,ykgK/ecpR,1
1704,algA,0
1704,espY1,0
1704,fyuA,0
1704,gnd,0
1704,gtrB,0
1704,iroB,0
1704,iroC,0
1704,iroD,0
1704,iroE,0
1704,iroN,0
1704,irp1,0
1704,irp2,0
1704,ybtA,0
1704,ybtE,0
1704,ybtP,0
1704,ybtQ,0
1704,ybtS,0
1704,ybtT,0
1704,ybtU,0
1704,ybtX,0
1704,chuA,0
1704,chuS,0
1704,chuT,0
1704,chuU,0
1704,chuV,0
1704,chuW,0
1704,chuX,0
1704,chuY,0
1704,clbA,0
1704,clbB,0
1704,clbC,0
1704,clbD,0
1704,clbE,0
1704,clbF,0
1704,clbG,0
1704,clbH,0
1704,clbI,0
1704,clbJ,0
1704,clbK,0
1704,clbL,0
1704,clbM,0
1704,clbN,0
1704,clbO,0
1704,clbP,0
1704,clbQ,0
1704,clbS,0
1704,clpV/tssH,0
1704,galF,0
1704,kpsD,0
1704,kpsM,0
1704,kpsT,0
1704,papA,0
1704,papB,0
1704,papC,0
1704,papD,0
1704,papE,0
1704,papF,0
1704,papG,0
1704,papH,0
1704,papI,0
1704,papJ,0
1704,papK,0
1704,papX,0
1704,tcpC,0
1704,vat,0
1704,vgrG/tssI,0
1704,vipB/tssC,0
1704,ADP,0
1704,cesF,0
1704,clpB,0
1704,espH,0
1704,espJ,0
1704,espM2,0
1704,espR3,0
1704,espR4,0
1704,espW,0
1704,espX2,0
1704,espX6,0
1704,espY2,0
1704,espY3,0
1704,espY4,0
1704,nleB2,0
1704,nleD,0
1704,nleH1,0
1704,sat,0
1704,shuA,0
1704,shuS,0
1704,shuT,0
1704,shuU,0
1704,shuV,0
1704,shuX,0
1704,shuY,0
1704,stcE,0
1704,stx1A,0
1704,stx2A,0
1704,stx2B,0
1704,tir,0
1704,toxB,0
1704,manB,0
1704,manC,0
1145,acrA,1
1145,acrB,1
1145,allB,1
1145,aslA,1
1145,cesAB,1
1145,cesD,1
1145,cesD2,1
1145,cesL,1
1145,cesT,1
1145,csgB,1
1145,eae,1
1145,east1,1
1145,efa1,1
1145,entB,1
1145,entC,1
1145,entD,1
1145,entE,1
1145,entF,1
1145,entS,1
1145,escC,1
1145,escD,1
1145,escE,1
1145,escF,1
1145,escG,1
1145,escI,1
1145,escJ,1
1145,escL,1
1145,escN,1
1145,escO,1
1145,escR,1
1145,escS,1
1145,escT,1
1145,escU,1
1145,escV,1
1145,espA,1
1145,espB,1
1145,espD,1
1145,espF,1
1145,espFu/tccP,1
1145,espG,1
1145,espK,1
1145,espL1,1
1145,espL2,1
1145,espL4,1
1145,espM1,1
1145,espN,1
1145,espP,1
1145,espR1,1
1145,espX1,1
1145,espX4,1
1145,espX5,1
1145,espX7/nleL,1
1145,etgA,1
1145,fdeC,1
1145,fepA,1
1145,fepB,1
1145,fepC,1
1145,fepD,1
1145,fepG,1
1145,fes,1
1145,fimA,1
1145,fimB,1
1145,fimC,1
1145,fimD,1
1145,fimE,1
1145,fimF,1
1145,fimG,1
1145,fimH,1
1145,fimI,1
1145,flhA,1
1145,gspC,1
1145,gspD,1
1145,gspE,1
1145,gspF,1
1145,gspG,1
1145,gspH,1
1145,gspI,1
1145,gspJ,1
1145,gspK,1
1145,gspL,1
1145,gspM,1
1145,hlyA,1
1145,hlyB,1
1145,hlyC,1
1145,hlyD,1
1145,iucA,1
1145,iucB,1
1145,iucC,1
1145,iucD,1
1145,iutA,1
1145,map,1
1145,nleA/espI,1
1145,nleB1,1
1145,nleC,1
1145,nleE,1
1145,nleF,1
1145,nleG7',1
1145,nleH2,1
1145,ompA,1
1145,paa,1
1145,rcsB,1
1145,sepD,1
1145,sepL,1
1145,sepQ/escQ,1
1145,sepZ/espZ,1
1145,stxA,1
1145,stxB,1
1145,waaF,1
1145,yagV/ecpE,1
1145,yagW/ecpD,1
1145,yagX/ecpC,1
1145,yagY/ecpB,1
1145,yagZ/ecpA,1
1145,ykgK/ecpR,1
1145,algA,0
1145,espY1,0
1145,fyuA,0
1145,gnd,0
1145,gtrB,0
1145,iroB,0
1145,iroC,0
1145,iroD,0
1145,iroE,0
1145,iroN,0
1145,irp1,0
1145,irp2,0
1145,ybtA,0
1145,ybtE,0
1145,ybtP,0
1145,ybtQ,0
1145,ybtS,0
1145,ybtT,0
1145,ybtU,0
1145,ybtX,0
1145,chuA,0
1145,chuS,0
1145,chuT,0
1145,chuU,0
1145,chuV,0
1145,chuW,0
1145,chuX,0
1145,chuY,0
1145,clbA,0
1145,clbB,0
1145,clbC,0
1145,clbD,0
1145,clbE,0
1145,clbF,0
1145,clbG,0
1145,clbH,0
1145,clbI,0
1145,clbJ,0
1145,clbK,0
1145,clbL,0
1145,clbM,0
1145,clbN,0
1145,clbO,0
1145,clbP,0
1145,clbQ,0
1145,clbS,0
1145,clpV/tssH,0
1145,galF,0
1145,kpsD,0
1145,kpsM,0
1145,kpsT,0
1145,papA,0
1145,papB,0
1145,papC,0
1145,papD,0
1145,papE,0
1145,papF,0
1145,papG,0
1145,papH,0
1145,papI,0
1145,papJ,0
1145,papK,0
1145,papX,0
1145,tcpC,0
1145,vat,0
1145,vgrG/tssI,0
1145,vipB/tssC,0
1145,ADP,0
1145,cesF,0
1145,clpB,0
1145,espH,0
1145,espJ,0
1145,espM2,0
1145,espR3,0
1145,espR4,0
1145,espW,0
1145,espX2,0
1145,espX6,0
1145,espY2,0
1145,espY3,0
1145,espY4,0
1145,nleB2,0
1145,nleD,0
1145,nleH1,0
1145,sat,0
1145,shuA,0
1145,shuS,0
1145,shuT,0
1145,shuU,0
1145,shuV,0
1145,shuX,0
1145,shuY,0
1145,stcE,0
1145,stx1A,0
1145,stx2A,0
1145,stx2B,0
1145,tir,0
1145,toxB,0
1145,manB,0
1145,manC,0
1309,acrA,1
1309,acrB,1
1309,allB,1
1309,aslA,1
1309,cesAB,1
1309,cesD,1
1309,cesD2,1
1309,cesL,1
1309,cesT,1
1309,csgB,1
1309,eae,1
1309,east1,1
1309,efa1,1
1309,entB,1
1309,entC,1
1309,entD,1
1309,entE,1
1309,entF,1
1309,entS,1
1309,escC,1
1309,escD,1
1309,escE,1
1309,escF,1
1309,escG,1
1309,escI,1
1309,escJ,1
1309,escL,1
1309,escN,1
1309,escO,1
1309,escR,1
1309,escS,1
1309,escT,1
1309,escU,1
1309,escV,1
1309,espA,1
1309,espB,1
1309,espD,1
1309,espF,1
1309,espFu/tccP,1
1309,espG,1
1309,espK,1
1309,espL1,1
1309,espL2,1
1309,espL4,1
1309,espM1,1
1309,espN,1
1309,espP,1
1309,espR1,1
1309,espX1,1
1309,espX4,1
1309,espX5,1
1309,espX7/nleL,1
1309,etgA,1
1309,fdeC,1
1309,fepA,1
1309,fepB,1
1309,fepC,1
1309,fepD,1
1309,fepG,1
1309,fes,1
1309,fimA,1
1309,fimB,1
1309,fimC,1
1309,fimD,1
1309,fimE,1
1309,fimF,1
1309,fimG,1
1309,fimH,1
1309,fimI,1
1309,flhA,1
1309,gspC,1
1309,gspD,1
1309,gspE,1
1309,gspF,1
1309,gspG,1
1309,gspH,1
1309,gspI,1
1309,gspJ,1
1309,gspK,1
1309,gspL,1
1309,gspM,1
1309,hlyA,1
1309,hlyB,1
1309,hlyC,1
1309,hlyD,1
1309,iucA,1
1309,iucB,1
1309,iucC,1
1309,iucD,1
1309,iutA,1
1309,map,1
1309,nleA/espI,1
1309,nleB1,1
1309,nleC,1
1309,nleE,1
1309,nleF,1
1309,nleG7',1
1309,nleH2,1
1309,ompA,1
1309,paa,1
1309,rcsB,1
1309,sepD,1
1309,sepL,1
1309,sepQ/escQ,1
1309,sepZ/espZ,1
1309,stxA,1
1309,stxB,1
1309,waaF,1
1309,yagV/ecpE,1
1309,yagW/ecpD,1
1309,yagX/ecpC,1
1309,yagY/ecpB,1
1309,yagZ/ecpA,1
1309,ykgK/ecpR,1
1309,algA,0
1309,espY1,0
1309,fyuA,0
1309,gnd,0
1309,gtrB,0
1309,iroB,0
1309,iroC,0
1309,iroD,0
1309,iroE,0
1309,iroN,0
1309,irp1,0
1309,irp2,0
1309,ybtA,0
1309,ybtE,0
1309,ybtP,0
1309,ybtQ,0
1309,ybtS,0
1309,ybtT,0
1309,ybtU,0
1309,ybtX,0
1309,chuA,0
1309,chuS,0
1309,chuT,0
1309,chuU,0
1309,chuV,0
1309,chuW,0
1309,chuX,0
1309,chuY,0
1309,clbA,0
1309,clbB,0
1309,clbC,0
1309,clbD,0
1309,clbE,0
1309,clbF,0
1309,clbG,0
1309,clbH,0
1309,clbI,0
1309,clbJ,0
1309,clbK,0
1309,clbL,0
1309,clbM,0
1309,clbN,0
1309,clbO,0
1309,clbP,0
1309,clbQ,0
1309,clbS,0
1309,clpV/tssH,0
1309,galF,0
1309,kpsD,0
1309,kpsM,0
1309,kpsT,0
1309,papA,0
1309,papB,0
1309,papC,0
1309,papD,0
1309,papE,0
1309,papF,0
1309,papG,0
1309,papH,0
1309,papI,0
1309,papJ,0
1309,papK,0
1309,papX,0
1309,tcpC,0
1309,vat,0
1309,vgrG/tssI,0
1309,vipB/tssC,0
1309,ADP,0
1309,cesF,0
1309,clpB,0
1309,espH,0
1309,espJ,0
1309,espM2,0
1309,espR3,0
1309,espR4,0
1309,espW,0
1309,espX2,0
1309,espX6,0
1309,espY2,0
1309,espY3,0
1309,espY4,0
1309,nleB2,0
1309,nleD,0
1309,nleH1,0
1309,sat,0
1309,shuA,0
1309,shuS,0
1309,shuT,0
1309,shuU,0
1309,shuV,0
1309,shuX,0
1309,shuY,0
1309,stcE,0
1309,stx1A,0
1309,stx2A,0
1309,stx2B,0
1309,tir,0
1309,toxB,0
1309,manB,0
1309,manC,0
1785,acrA,1
1785,acrB,1
1785,allB,1
1785,aslA,1
1785,cesAB,1
1785,cesD,1
1785,cesD2,1
1785,cesL,1
1785,cesT,1
1785,csgB,1
1785,eae,1
1785,east1,1
1785,efa1,1
1785,entB,1
1785,entC,1
1785,entD,1
1785,entE,1
1785,entF,1
1785,entS,1
1785,escC,1
1785,escD,1
1785,escE,1
1785,escF,1
1785,escG,1
1785,escI,1
1785,escJ,1
1785,escL,1
1785,escN,1
1785,escO,1
1785,escR,1
1785,escS,1
1785,escT,1
1785,escU,1
1785,escV,1
1785,espA,1
1785,espB,1
1785,espD,1
1785,espF,1
1785,espFu/tccP,1
1785,espG,1
1785,espK,1
